# Headline
alfacalcidol;alfacalcidol;2936.90;NC2004B1b Ann. O/6;HSC/53;2014;40;41294-56-8;HSC/11 (2936.10)
alfatradiol;alfatradiol;2907.29;NC0730B2 Ann. M/4;HSC/31;2003;84;57-91-0;
alfentanil;alfentanil;2933.33;E.N. Chap. 29 - List I-I (Narcotic drugs);HSC/25;2000;43;71195-58-9;
alferminogene tadenovec;alferminogène tadénovec;3002.49;NC2930Bc Ann. P/33;HSC/69;2022;95;473553-86-5;HSC/39 (3002.90)
alfimeprase;alfiméprase;3507.90;NC0590B2 Ann. L/15;HSC/29;2002;85;259074-76-5;
alglucosidase alfa;alglucosidase alfa;3507.90;NC0938B2b Ann. O/3 (II);HSC/35;2005;91;420784-05-0;
alicaforsen;alicaforsen;2934.99;NC0730B2 Ann. M/4 (III);HSC/31;2003;85;185229-68-9;
alicapistat ;alicapistat;2933.79;NC2373B1b Ann. O/7;HSC/59;2017;115;1254698-46-8;
alicdamotide;alicdamotide;3002.41;NC2803Bc Ann. T/4;HSC/67;2021;109;1201327-17-4;HSC/53 (3002.20)
alidornase alfa ;alidornase alfa;3507.90;NC2373B1b Ann. O/7;HSC/59;2017;115;1788036-49-6;
aligomanuxic acid;acide aligomanuxique;3913.90 ;NC2803Bc Ann. T/6;HSC/67;2021;122;105280-81-7;
alilusem;alilusem;2933.49;NC0590B2 Ann. L/15;HSC/29;2002;85;144506-11-6;
alinastine;alinastine;2933.39;42.100 Ann. O (III);HSC/21;1998;74;154541-72-7;
alipogene tiparvovec;alipogène tiparvovec;3002.49;NC2930Bc Ann. P/33;HSC/69;2022;99;929881-05-0;HSC/43 (3002.90)
alirinetide;alirinétide;2925.29;NC2501B1b Ann. M/6;HSC/61;2018;117;725715-18-4;
alirocumab;alirocumab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;107;1245916-14-6;HSC/51 (3002.10)
alisertib;alisertib;2933.59;NC1760B1b Ann. N/7;HSC/49;2012;104;1028486-01-2;
aliskiren;aliskirène;2924.29;NC0430B2 Ann. Q/1 (II);HSC/27;2001;83;173334-57-1;
alisporivir;alisporivir;2933.79;NC1553B1b Ann. O/7;HSC/45;2010;100;254435-95-5;
alitretinoin;alitrétinoïne;2936.21;NC0430B2 Ann. Q/1 (III);HSC/27;2001;80;1241893;
allobarbital;allobarbital;2933.53;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;1;52-43-7;
allopurinol;allopurinol;2933.59;38.100 Ann. Q (No. 131);HSC/11;1993;14;315-30-0;
allylprodine;allylprodine;2933.39;E.N. Chap. 29 - List I-I (Narcotic drugs);HSC/25;2000;9;25384-17-2;
almagate;almagate;2842.90;38.100 Ann. Q (No. 132);HSC/11;1993;41;66827-12-1;
almorexant;almorexant;2933.49;NC1443B1b Ann. P/5;HSC/43;2009;98;871224-64-5;
almotriptan;almotriptan;2935.90;NC2116B1b Ann. S/1;HSC/55;2015;76;154323-57-6;HSC/21 (2935.00)
almurtide;almurtide;2932.99;42.100 Ann. O (III);HSC/21;1998;74;61136-12-7;
alnespirone;alnespirone;2934.99;NC2004B1b Ann. O/6;HSC/53;2014;70;138298-79-0;HSC/18 (2934.90)
alniditan;alniditan;2934.99;NC2004B1b Ann. O/6;HSC/53;2014;72;152317-89-0;HSC/18 (2934.90)
alnuctamab;alnuctamab;3002.13 ;NC2803Bc Ann. T/7;HSC/67;2021;123;2296827-07-9;
Alnugranogene aldeparvovec;Alnugranogène aldéparvovec;3002.49;NC3086Bc Ann. O/8;HSC/71;2023;127;2607030-08-8;
alobresib;alobrésib;2934.99;NC2501B1b Ann. M/6;HSC/61;2018;117;1637771-14-2;
alofanib;alofanib;2935.90;NC2237B1b Ann. T/11;HSC/57;2016;113;1612888-66-0;HSC/57 (2935.00) (S/9)
alogabat;alogabat;2934.99;NC2930Bc Ann. P/27;HSC/69;2022;125;2230009-48-8;
alogliptin;alogliptine;2933.59;NC1248B1b Ann. P/14;HSC/40;2007;96;850649-61-5;
alomfilimab;alomfilimab;3002.13;NC2930Bc Ann. P/25;HSC/69;2022;124;2378692-24-9;
aloxistatin;aloxistatine;2924.29;38.100 Ann. Q (No. 133);HSC/11;1993;57;88321-09-9;
alpelisib;alpélisib;2934.10;NC2116B1b Ann. R/4;HSC/55;2015;110;1217486-61-7;
alpertine;alpertine;2933.59;38.100 Ann. Q (No. 134);HSC/11;1993;34;27076-46-6;
alphacetylmethadol;alphacétylméthadol;2922.19;E.N. Chap. 29 - List I-I (Narcotic drugs);HSC/25;2000;5;17199-58-5;
alphameprodine;alphaméprodine;2933.39;E.N. Chap. 29 - List I-I (Narcotic drugs);HSC/25;2000;1;468-51-9;
alphamethadol;alphaméthadol;2922.19;E.N. Chap. 29 - List I-I (Narcotic drugs);HSC/25;2000;5;17199-54-1;
alphaprodine;alphaprodine;2933.39;E.N. Chap. 29 - List I-I (Narcotic drugs);HSC/25;2000;1;77-20-3;
Alpibectir;Alpibectir;2934.99;NC3086Bc Ann. O/8;HSC/71;2023;127;2285440-39-1;
alprafenone;alprafénone;2922.19;40.260 Ann. L/2 (No. 39);HSC/17;1996;62;124316-02-5;
alprazolam;alprazolam;2933.91;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;30;28981-97-7;
alprenolol;alprénolol;2922.19;40.260 Ann. L/2 (No. 40);HSC/17;1996;19;13655-52-2;
alrefimotide;alréfimotide;3002.41;NC2930Bc Ann. P/27;HSC/69;2022;125;1331848-79-3;
alrizomadlin;alrizomadline;2933.79;NC2930Bc Ann. P/27;HSC/69;2022;125;1818393-16-6;
alsactide;alsactide;2937.19;NC2004B1b Ann. O/6;HSC/53;2014;45;34765-96-3;HSC/21 (2937.10)
alsevalimab;alsévalimab;3002.13 ;NC2803Bc Ann. T/6;HSC/67;2021;122;2254029-91-7;
altapizone;altapizone;2933.39;38.100 Ann. Q (No. 135);HSC/11;1993;55;93277-96-4;
alteminostat;altéminostat;2933.59;NC2626B1b Ann. O/6;HSC/63;2019;119;1246374-97-9;
altinicline;altinicline;2933.99;NC2004B1b Ann. O/6;HSC/53;2014;82;179120-92-4;HSC/27 (2933.90)
altiratinib;altiratinib;2933.39;NC2237B1b Ann. S/9;HSC/57;2016;113;1345847-93-9;
altizide;altizide;2935.90;NC2116B1b Ann. S/1;HSC/55;2015;13;5588-16-9;HSC/11 (2935.00)
altumomab;altumomab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;68;156586-92-4;HSC/16 (3002.10)
alunacedase alfa;alunacédase alfa ;3507.90 ;NC2803Bc Ann. T/11;HSC/67;2021;124 COVID-19;2416824-55-8;
alvameline;alvaméline;2933.39;NC0090B2 Ann. M/1 (II);HSC/23;1999;79;120241-31-8;
Alvamemugene sulseparvovec;Alvamémugène sulséparvovec;3002.49;NC3086Bc Ann. O/8;HSC/71;2023;127;2640356-62-1;
alvelestat;alvélestat;2933.79;NC1760B1b Ann. N/7;HSC/49;2012;104;848141-11-7;
alvespimycin;alvespimycine;2941.90;NC1553B1b Ann. O/1;HSC/45;2010;96;467214-20-6;
alvimopan;alvimopan;2933.39;NC0845B2 Ann. M/1 (II);HSC/33;2004;87;156053-89-3;
alvocidib;alvocidib;2934.99;NC0845B2 Ann. M/2;HSC/33;2004;88;146426-40-6;
amadinone;amadinone;2937.23;NC2004B1b Ann. O/6;HSC/53;2014;25;30781-27-2;HSC/21 (2937.92)
amatuximab;amatuximab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;104;931402-35-6;HSC/49 (3002.10)
ambasilide;ambasilide;2933.39;38.100 Ann. Q (No. 137);HSC/11;1993;59;83991-25-7;
ambrisentan;ambrisentan;2933.59;NC0590B2 Ann. L/15;HSC/29;2002;85;177036-94-1;
ambruticin;ambruticine;2941.90;38.100 Ann. Q (No. 138);HSC/11;1993;39;58857-02-6;
amcasertib;amcasertib;2934.10;NC2237B1b Ann. S/9;HSC/57;2016;113;1129403-56-0;
amcenestrant;amcénestrant;2933.99 ;NC2803Bc Ann. T/6;HSC/67;2021;122;2114339-57-8;
amcinafal;amcinafal;2937.22;38.100 Ann. Q (No. 139);HSC/11;1993;25;3924-70-7;
amcinafide;amcinafide;2937.22;38.100 Ann. Q (No. 140);HSC/11;1993;25;7332-27-6;
amcinonide;amcinonide;2937.22;38.100 Ann. Q (No. 141);HSC/11;1993;33;51022-69-6;
amcipatricin;amcipatricine;2941.90;NC2803Bc Ann. T/2;HSC/67;2021;120;143483-67-4;
amdakefalin;amdakéfaline;2933.59 ;NC2803Bc Ann. T/6;HSC/67;2021;122;2253747-71-4;
amdizalisib;amdizalisib;2933.59;NC2930Bc Ann. P/27;HSC/69;2022;125;1894229-05-0;
amdoxovir;amdoxovir;2934.99;NC0590B2 Ann. L/15;HSC/29;2002;85;145514-04-1;
amebucort;amébucort;2937.29;38.100 Ann. Q (No. 142);HSC/11;1993;54;83625-35-8;
amediplase;amédiplase;3507.90;NC0090B2 Ann. M/1 (II);HSC/23;1999;79;151912-11-7;
Amelenodor;Amélénodor;2933.39;NC3086Bc Ann. O/8;HSC/71;2023;127;2389235-01-0;
amelometasone;amélométasone;2937.22;42.100 Ann. O (III);HSC/21;1998;74;123013-22-9;
amelparib;amelparib;2934.99;NC2626B1b Ann. O/6;HSC/63;2019;119;1227156-72-0;
amelubant;amélubant;2925.29;NC2004B1b Ann. O/6;HSC/53;2014;85;346735-24-8;HSC/31 (2925.20)
amenamevir;aménamévir;2934.99;NC1500B1b Ann. K/6;HSC/44;2009;100;841301-32-4;
amfepramone;amfépramone;2922.31;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;13;90-84-6;
amfetamine;amfétamine;2921.46;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;55;300-62-9;
amfomycin;amfomycine;2941.90;38.100 Ann. Q (No. 143);HSC/11;1993;13;1402-82-0;
amibegron;amibégron;2922.50;NC1178B1c Ann. O/3;HSC/39;2007;94;121524-08-1;
amifampridine;amifampridine;2933.39;NC1310B1b Ann. N/10;HSC/41;2008;96;54-96-6;
amiglumide;amiglumide;2924.29;NC0430B2 Ann. Q/1 (I);HSC/27;2001;82;119363-62-1;
amilintide;amilintide;2937.19;NC1760B1b Ann. N/3;HSC/49;2012;76;122384-88-7;
